,Hour_of_day,Day_date,Pickup_time,NumofPickups,min,X.1,Date,Time..EST.,Temp.,Visibility,Precip,Conditions,Day_of_week,Month,Week,X,Date_1,one_week_lag_pickups,isholiday,hour_min
6667,22,5/19/2015,5/19/2015 22:00,12796,0,3334,5/19/2015,22:51:00,20,16.1,0,Partly Cloudy,3,5,21,NA,5/19/2015 22:51,12980,0,22-0
6668,22,5/19/2015,5/19/2015 22:30,11886,30,3334,5/19/2015,22:51:00,20,16.1,0,Partly Cloudy,3,5,21,NA,5/19/2015 22:51,12258,0,22-30
6669,23,5/19/2015,5/19/2015 23:00,11062,0,3335,5/19/2015,23:25:00,23,16.1,0,Partly Cloudy,3,5,21,NA,5/19/2015 23:25,11361,0,23-0
6670,23,5/19/2015,5/19/2015 23:30,9949,30,3335,5/19/2015,23:25:00,23,16.1,0,Partly Cloudy,3,5,21,NA,5/19/2015 23:25,9379,0,23-30
6671,0,5/20/2015,5/20/2015 0:00,8248,0,3336,5/20/2015,0:51:00,20.6,16.1,0,Partly Cloudy,4,5,21,NA,5/20/2015 0:51,7667,0,0-0
6672,0,5/20/2015,5/20/2015 0:30,6208,30,3336,5/20/2015,0:51:00,20.6,16.1,0,Partly Cloudy,4,5,21,NA,5/20/2015 0:51,5871,0,0-30
6673,1,5/20/2015,5/20/2015 1:00,4863,0,3337,5/20/2015,1:51:00,18.9,16.1,0,Partly Cloudy,4,5,21,NA,5/20/2015 1:51,4504,0,Jan-00
6674,1,5/20/2015,5/20/2015 1:30,3517,30,3337,5/20/2015,1:51:00,18.9,16.1,0,Partly Cloudy,4,5,21,NA,5/20/2015 1:51,3504,0,30-Jan
6675,2,5/20/2015,5/20/2015 2:00,2891,0,3338,5/20/2015,2:51:00,17.2,16.1,0,Partly Cloudy,4,5,21,NA,5/20/2015 2:51,2712,0,Feb-00
6676,2,5/20/2015,5/20/2015 2:30,2371,30,3338,5/20/2015,2:51:00,17.2,16.1,0,Partly Cloudy,4,5,21,NA,5/20/2015 2:51,2193,0,Feb-30
6677,3,5/20/2015,5/20/2015 3:00,1892,0,3339,5/20/2015,3:51:00,16.1,16.1,0,Clear,4,5,21,NA,5/20/2015 3:51,1766,0,Mar-00
6678,3,5/20/2015,5/20/2015 3:30,1618,30,3339,5/20/2015,3:51:00,16.1,16.1,0,Clear,4,5,21,NA,5/20/2015 3:51,1493,0,30-Mar
6679,4,5/20/2015,5/20/2015 4:00,1683,0,3340,5/20/2015,4:51:00,15,16.1,0,Clear,4,5,21,NA,5/20/2015 4:51,1495,0,Apr-00
6680,4,5/20/2015,5/20/2015 4:30,1532,30,3340,5/20/2015,4:51:00,15,16.1,0,Clear,4,5,21,NA,5/20/2015 4:51,1333,0,30-Apr
6681,5,5/20/2015,5/20/2015 5:00,1742,0,3341,5/20/2015,5:51:00,14.4,16.1,0,Clear,4,5,21,NA,5/20/2015 5:51,1651,0,May-00
6682,5,5/20/2015,5/20/2015 5:30,3110,30,3341,5/20/2015,5:51:00,14.4,16.1,0,Clear,4,5,21,NA,5/20/2015 5:51,3074,0,30-May
6683,6,5/20/2015,5/20/2015 6:00,4460,0,3342,5/20/2015,6:51:00,15,16.1,0,Partly Cloudy,4,5,21,NA,5/20/2015 6:51,4491,0,Jun-00
6684,6,5/20/2015,5/20/2015 6:30,7680,30,3342,5/20/2015,6:51:00,15,16.1,0,Partly Cloudy,4,5,21,NA,5/20/2015 6:51,7632,0,30-Jun
6685,7,5/20/2015,5/20/2015 7:00,9672,0,3343,5/20/2015,7:51:00,16.1,16.1,0,Partly Cloudy,4,5,21,NA,5/20/2015 7:51,9744,0,Jul-00
6686,7,5/20/2015,5/20/2015 7:30,11718,30,3343,5/20/2015,7:51:00,16.1,16.1,0,Partly Cloudy,4,5,21,NA,5/20/2015 7:51,11925,0,30-Jul
6687,8,5/20/2015,5/20/2015 8:00,12310,0,3344,5/20/2015,8:51:00,16.7,16.1,0,Overcast,4,5,21,NA,5/20/2015 8:51,12043,0,Aug-00
6688,8,5/20/2015,5/20/2015 8:30,11919,30,3344,5/20/2015,8:51:00,16.7,16.1,0,Overcast,4,5,21,NA,5/20/2015 8:51,11988,0,30-Aug
6689,9,5/20/2015,5/20/2015 9:00,11722,0,3345,5/20/2015,9:51:00,16.1,16.1,0,Overcast,4,5,21,NA,5/20/2015 9:51,11325,0,Sep-00
6690,9,5/20/2015,5/20/2015 9:30,11084,30,3345,5/20/2015,9:51:00,16.1,16.1,0,Overcast,4,5,21,NA,5/20/2015 9:51,10974,0,30-Sep
6691,10,5/20/2015,5/20/2015 10:00,10349,0,3346,5/20/2015,10:51:00,17.8,16.1,0,Overcast,4,5,21,NA,5/20/2015 10:51,10201,0,Oct-00
6692,10,5/20/2015,5/20/2015 10:30,10207,30,3346,5/20/2015,10:51:00,17.8,16.1,0,Overcast,4,5,21,NA,5/20/2015 10:51,10093,0,30-Oct
6693,11,5/20/2015,5/20/2015 11:00,9968,0,3347,5/20/2015,11:51:00,17.8,16.1,0,Overcast,4,5,21,NA,5/20/2015 11:51,9971,0,Nov-00
6694,11,5/20/2015,5/20/2015 11:30,10751,30,3347,5/20/2015,11:51:00,17.8,16.1,0,Overcast,4,5,21,NA,5/20/2015 11:51,10654,0,30-Nov
6695,12,5/20/2015,5/20/2015 12:00,10833,0,3348,5/20/2015,12:51:00,17.8,16.1,0,Overcast,4,5,21,NA,5/20/2015 12:51,10349,0,Dec-00
6696,12,5/20/2015,5/20/2015 12:30,10385,30,3348,5/20/2015,12:51:00,17.8,16.1,0,Overcast,4,5,21,NA,5/20/2015 12:51,9949,0,30-Dec
6697,13,5/20/2015,5/20/2015 13:00,10363,0,3349,5/20/2015,13:51:00,17.2,16.1,0,Overcast,4,5,21,NA,5/20/2015 13:51,10039,0,13-0
6698,13,5/20/2015,5/20/2015 13:30,10430,30,3349,5/20/2015,13:51:00,17.2,16.1,0,Overcast,4,5,21,NA,5/20/2015 13:51,10170,0,13-30
6699,14,5/20/2015,5/20/2015 14:00,10543,0,3350,5/20/2015,14:51:00,18.3,16.1,0,Overcast,4,5,21,NA,5/20/2015 14:51,10151,0,14-0
6700,14,5/20/2015,5/20/2015 14:30,10873,30,3350,5/20/2015,14:51:00,18.3,16.1,0,Overcast,4,5,21,NA,5/20/2015 14:51,10437,0,14-30
6701,15,5/20/2015,5/20/2015 15:00,10490,0,3351,5/20/2015,15:51:00,17.2,16.1,0,Overcast,4,5,21,NA,5/20/2015 15:51,10219,0,15-0
6702,15,5/20/2015,5/20/2015 15:30,9199,30,3351,5/20/2015,15:51:00,17.2,16.1,0,Overcast,4,5,21,NA,5/20/2015 15:51,9100,0,15-30
6703,16,5/20/2015,5/20/2015 16:00,8226,0,3352,5/20/2015,16:51:00,17.2,16.1,0,Overcast,4,5,21,NA,5/20/2015 16:51,8265,0,16-0
6704,16,5/20/2015,5/20/2015 16:30,7638,30,3352,5/20/2015,16:51:00,17.2,16.1,0,Overcast,4,5,21,NA,5/20/2015 16:51,7573,0,16-30
6705,17,5/20/2015,5/20/2015 17:00,9125,0,3353,5/20/2015,17:51:00,16.7,16.1,0,Overcast,4,5,21,NA,5/20/2015 17:51,9316,0,17-0
6706,17,5/20/2015,5/20/2015 17:30,10751,30,3353,5/20/2015,17:51:00,16.7,16.1,0,Overcast,4,5,21,NA,5/20/2015 17:51,11279,0,17-30
6707,18,5/20/2015,5/20/2015 18:00,12257,0,3354,5/20/2015,18:51:00,16.7,16.1,0,Overcast,4,5,21,NA,5/20/2015 18:51,12473,0,18-0
6708,18,5/20/2015,5/20/2015 18:30,13168,30,3354,5/20/2015,18:51:00,16.7,16.1,0,Overcast,4,5,21,NA,5/20/2015 18:51,13513,0,18-30
6709,19,5/20/2015,5/20/2015 19:00,14161,0,3355,5/20/2015,19:51:00,15,16.1,0,Overcast,4,5,21,NA,5/20/2015 19:51,14528,0,19-0
6710,19,5/20/2015,5/20/2015 19:30,14593,30,3355,5/20/2015,19:51:00,15,16.1,0,Overcast,4,5,21,NA,5/20/2015 19:51,14439,0,19-30
6711,20,5/20/2015,5/20/2015 20:00,14275,0,3356,5/20/2015,20:51:00,14.4,16.1,0,Overcast,4,5,21,NA,5/20/2015 20:51,14370,0,20-0
6712,20,5/20/2015,5/20/2015 20:30,14218,30,3356,5/20/2015,20:51:00,14.4,16.1,0,Overcast,4,5,21,NA,5/20/2015 20:51,14430,0,20-30
6713,21,5/20/2015,5/20/2015 21:00,14453,0,3357,5/20/2015,21:51:00,14.4,16.1,0,Overcast,4,5,21,NA,5/20/2015 21:51,14621,0,21-0
6714,21,5/20/2015,5/20/2015 21:30,14129,30,3357,5/20/2015,21:51:00,14.4,16.1,0,Overcast,4,5,21,NA,5/20/2015 21:51,14182,0,21-30
6715,22,5/20/2015,5/20/2015 22:00,13567,0,3358,5/20/2015,22:51:00,13.9,16.1,0,Overcast,4,5,21,NA,5/20/2015 22:51,13836,0,22-0
6716,22,5/20/2015,5/20/2015 22:30,13063,30,3358,5/20/2015,22:51:00,13.9,16.1,0,Overcast,4,5,21,NA,5/20/2015 22:51,13204,0,22-30
6717,23,5/20/2015,5/20/2015 23:00,12453,0,3359,5/20/2015,23:51:00,13.3,16.1,0,Overcast,4,5,21,NA,5/20/2015 23:51,13222,0,23-0
6718,23,5/20/2015,5/20/2015 23:30,10524,30,3359,5/20/2015,23:51:00,13.3,16.1,0,Overcast,4,5,21,NA,5/20/2015 23:51,11402,0,23-30
6719,0,5/21/2015,5/21/2015 0:00,8657,0,3360,5/21/2015,0:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 0:51,9523,0,0-0
6720,0,5/21/2015,5/21/2015 0:30,6798,30,3360,5/21/2015,0:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 0:51,7092,0,0-30
6721,1,5/21/2015,5/21/2015 1:00,5351,0,3361,5/21/2015,1:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 1:51,5494,0,Jan-00
6722,1,5/21/2015,5/21/2015 1:30,4035,30,3361,5/21/2015,1:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 1:51,4113,0,30-Jan
6723,2,5/21/2015,5/21/2015 2:00,3374,0,3362,5/21/2015,2:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 2:51,3371,0,Feb-00
6724,2,5/21/2015,5/21/2015 2:30,2613,30,3362,5/21/2015,2:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 2:51,2520,0,Feb-30
6725,3,5/21/2015,5/21/2015 3:00,2036,0,3363,5/21/2015,3:51:00,11.7,16.1,0,Overcast,5,5,21,NA,5/21/2015 3:51,2079,0,Mar-00
6726,3,5/21/2015,5/21/2015 3:30,1757,30,3363,5/21/2015,3:51:00,11.7,16.1,0,Overcast,5,5,21,NA,5/21/2015 3:51,1781,0,30-Mar
6727,4,5/21/2015,5/21/2015 4:00,1769,0,3364,5/21/2015,4:51:00,11.1,16.1,0,Overcast,5,5,21,NA,5/21/2015 4:51,1850,0,Apr-00
6728,4,5/21/2015,5/21/2015 4:30,1591,30,3364,5/21/2015,4:51:00,11.1,16.1,0,Overcast,5,5,21,NA,5/21/2015 4:51,1570,0,30-Apr
6729,5,5/21/2015,5/21/2015 5:00,1761,0,3365,5/21/2015,5:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 5:51,1672,0,May-00
6730,5,5/21/2015,5/21/2015 5:30,2976,30,3365,5/21/2015,5:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 5:51,3024,0,30-May
6731,6,5/21/2015,5/21/2015 6:00,4447,0,3366,5/21/2015,6:51:00,12.8,16.1,0,Overcast,5,5,21,NA,5/21/2015 6:51,4573,0,Jun-00
6732,6,5/21/2015,5/21/2015 6:30,7577,30,3366,5/21/2015,6:51:00,12.8,16.1,0,Overcast,5,5,21,NA,5/21/2015 6:51,7994,0,30-Jun
6733,7,5/21/2015,5/21/2015 7:00,9657,0,3367,5/21/2015,7:51:00,13.3,16.1,0,Overcast,5,5,21,NA,5/21/2015 7:51,9877,0,Jul-00
6734,7,5/21/2015,5/21/2015 7:30,11784,30,3367,5/21/2015,7:51:00,13.3,16.1,0,Overcast,5,5,21,NA,5/21/2015 7:51,11837,0,30-Jul
6735,8,5/21/2015,5/21/2015 8:00,11887,0,3368,5/21/2015,8:51:00,14.4,16.1,0,Overcast,5,5,21,NA,5/21/2015 8:51,12294,0,Aug-00
6736,8,5/21/2015,5/21/2015 8:30,12008,30,3368,5/21/2015,8:51:00,14.4,16.1,0,Overcast,5,5,21,NA,5/21/2015 8:51,11938,0,30-Aug
6737,9,5/21/2015,5/21/2015 9:00,11815,0,3369,5/21/2015,9:51:00,15.6,16.1,0,Overcast,5,5,21,NA,5/21/2015 9:51,11502,0,Sep-00
6738,9,5/21/2015,5/21/2015 9:30,11329,30,3369,5/21/2015,9:51:00,15.6,16.1,0,Overcast,5,5,21,NA,5/21/2015 9:51,11162,0,30-Sep
6739,10,5/21/2015,5/21/2015 10:00,10670,0,3370,5/21/2015,10:51:00,14.4,16.1,0,Overcast,5,5,21,NA,5/21/2015 10:51,10339,0,Oct-00
6740,10,5/21/2015,5/21/2015 10:30,10671,30,3370,5/21/2015,10:51:00,14.4,16.1,0,Overcast,5,5,21,NA,5/21/2015 10:51,10578,0,30-Oct
6741,11,5/21/2015,5/21/2015 11:00,10026,0,3371,5/21/2015,11:51:00,14.4,16.1,0,Overcast,5,5,21,NA,5/21/2015 11:51,10197,0,Nov-00
6742,11,5/21/2015,5/21/2015 11:30,10998,30,3371,5/21/2015,11:51:00,14.4,16.1,0,Overcast,5,5,21,NA,5/21/2015 11:51,10672,0,30-Nov
6743,12,5/21/2015,5/21/2015 12:00,10897,0,3372,5/21/2015,12:51:00,15.6,16.1,0,Overcast,5,5,21,NA,5/21/2015 12:51,10638,0,Dec-00
6744,12,5/21/2015,5/21/2015 12:30,10641,30,3372,5/21/2015,12:51:00,15.6,16.1,0,Overcast,5,5,21,NA,5/21/2015 12:51,10485,0,30-Dec
6745,13,5/21/2015,5/21/2015 13:00,10631,0,3373,5/21/2015,13:51:00,15,16.1,0,Overcast,5,5,21,NA,5/21/2015 13:51,10207,0,13-0
6746,13,5/21/2015,5/21/2015 13:30,10945,30,3373,5/21/2015,13:51:00,15,16.1,0,Overcast,5,5,21,NA,5/21/2015 13:51,10525,0,13-30
6747,14,5/21/2015,5/21/2015 14:00,11078,0,3374,5/21/2015,14:51:00,14.4,16.1,0,Overcast,5,5,21,NA,5/21/2015 14:51,10681,0,14-0
6748,14,5/21/2015,5/21/2015 14:30,11207,30,3374,5/21/2015,14:51:00,14.4,16.1,0,Overcast,5,5,21,NA,5/21/2015 14:51,10836,0,14-30
6749,15,5/21/2015,5/21/2015 15:00,10729,0,3375,5/21/2015,15:51:00,13.3,16.1,0,Overcast,5,5,21,NA,5/21/2015 15:51,9992,0,15-0
6750,15,5/21/2015,5/21/2015 15:30,9118,30,3375,5/21/2015,15:51:00,13.3,16.1,0,Overcast,5,5,21,NA,5/21/2015 15:51,8532,0,15-30
6751,16,5/21/2015,5/21/2015 16:00,8094,0,3376,5/21/2015,16:51:00,13.3,16.1,0,Overcast,5,5,21,NA,5/21/2015 16:51,7515,0,16-0
6752,16,5/21/2015,5/21/2015 16:30,7498,30,3376,5/21/2015,16:51:00,13.3,16.1,0,Overcast,5,5,21,NA,5/21/2015 16:51,6606,0,16-30
6753,17,5/21/2015,5/21/2015 17:00,9348,0,3377,5/21/2015,17:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 17:51,8152,0,17-0
6754,17,5/21/2015,5/21/2015 17:30,11097,30,3377,5/21/2015,17:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 17:51,10046,0,17-30
6755,18,5/21/2015,5/21/2015 18:00,12390,0,3378,5/21/2015,18:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 18:51,11531,0,18-0
6756,18,5/21/2015,5/21/2015 18:30,13550,30,3378,5/21/2015,18:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 18:51,12775,0,18-30
6757,19,5/21/2015,5/21/2015 19:00,13842,0,3379,5/21/2015,19:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 19:51,13382,0,19-0
6758,19,5/21/2015,5/21/2015 19:30,13991,30,3379,5/21/2015,19:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 19:51,13823,0,19-30
6759,20,5/21/2015,5/21/2015 20:00,13720,0,3380,5/21/2015,20:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 20:51,13847,0,20-0
6760,20,5/21/2015,5/21/2015 20:30,13826,30,3380,5/21/2015,20:51:00,12.2,16.1,0,Overcast,5,5,21,NA,5/21/2015 20:51,14268,0,20-30
6761,21,5/21/2015,5/21/2015 21:00,14091,0,3381,5/21/2015,21:51:00,11.7,16.1,0,Overcast,5,5,21,NA,5/21/2015 21:51,14385,0,21-0
6762,21,5/21/2015,5/21/2015 21:30,14064,30,3381,5/21/2015,21:51:00,11.7,16.1,0,Overcast,5,5,21,NA,5/21/2015 21:51,14171,0,21-30
6763,22,5/21/2015,5/21/2015 22:00,13652,0,3382,5/21/2015,22:51:00,11.7,16.1,0,Overcast,5,5,21,NA,5/21/2015 22:51,13412,0,22-0
6764,22,5/21/2015,5/21/2015 22:30,12604,30,3382,5/21/2015,22:51:00,11.7,16.1,0,Overcast,5,5,21,NA,5/21/2015 22:51,13205,0,22-30
6765,23,5/21/2015,5/21/2015 23:00,12476,0,3383,5/21/2015,23:51:00,11.7,16.1,0,Overcast,5,5,21,NA,5/21/2015 23:51,12303,0,23-0
6766,23,5/21/2015,5/21/2015 23:30,11743,30,3383,5/21/2015,23:51:00,11.7,16.1,0,Overcast,5,5,21,NA,5/21/2015 23:51,11567,0,23-30
6767,0,5/22/2015,5/22/2015 0:00,10354,0,3384,5/22/2015,0:51:00,12.2,16.1,0,Overcast,6,5,21,NA,5/22/2015 0:51,10508,0,0-0
6768,0,5/22/2015,5/22/2015 0:30,8679,30,3384,5/22/2015,0:51:00,12.2,16.1,0,Overcast,6,5,21,NA,5/22/2015 0:51,9026,0,0-30
6769,1,5/22/2015,5/22/2015 1:00,7056,0,3385,5/22/2015,1:51:00,12.8,16.1,0,Overcast,6,5,21,NA,5/22/2015 1:51,7218,0,Jan-00
6770,1,5/22/2015,5/22/2015 1:30,5561,30,3385,5/22/2015,1:51:00,12.8,16.1,0,Overcast,6,5,21,NA,5/22/2015 1:51,5897,0,30-Jan
6771,2,5/22/2015,5/22/2015 2:00,4732,0,3386,5/22/2015,2:51:00,12.8,16.1,0,Overcast,6,5,21,NA,5/22/2015 2:51,4786,0,Feb-00
6772,2,5/22/2015,5/22/2015 2:30,3933,30,3386,5/22/2015,2:51:00,12.8,16.1,0,Overcast,6,5,21,NA,5/22/2015 2:51,3743,0,Feb-30
6773,3,5/22/2015,5/22/2015 3:00,3176,0,3387,5/22/2015,3:51:00,13.3,16.1,0,Overcast,6,5,21,NA,5/22/2015 3:51,3133,0,Mar-00
6774,3,5/22/2015,5/22/2015 3:30,2688,30,3387,5/22/2015,3:51:00,13.3,16.1,0,Overcast,6,5,21,NA,5/22/2015 3:51,2569,0,30-Mar
6775,4,5/22/2015,5/22/2015 4:00,2603,0,3388,5/22/2015,4:51:00,13.9,16.1,0,Overcast,6,5,21,NA,5/22/2015 4:51,2641,0,Apr-00
6776,4,5/22/2015,5/22/2015 4:30,2043,30,3388,5/22/2015,4:51:00,13.9,16.1,0,Overcast,6,5,21,NA,5/22/2015 4:51,2043,0,30-Apr
6777,5,5/22/2015,5/22/2015 5:00,2123,0,3389,5/22/2015,5:51:00,13.3,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 5:51,1896,0,May-00
6778,5,5/22/2015,5/22/2015 5:30,3146,30,3389,5/22/2015,5:51:00,13.3,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 5:51,3124,0,30-May
6779,6,5/22/2015,5/22/2015 6:00,4468,0,3390,5/22/2015,6:51:00,14.4,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 6:51,4389,0,Jun-00
6780,6,5/22/2015,5/22/2015 6:30,6736,30,3390,5/22/2015,6:51:00,14.4,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 6:51,7334,0,30-Jun
6781,7,5/22/2015,5/22/2015 7:00,8253,0,3391,5/22/2015,7:51:00,16.7,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 7:51,9195,0,Jul-00
6782,7,5/22/2015,5/22/2015 7:30,10134,30,3391,5/22/2015,7:51:00,16.7,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 7:51,11121,0,30-Jul
6783,8,5/22/2015,5/22/2015 8:00,10546,0,3392,5/22/2015,8:51:00,18.3,16.1,0,Clear,6,5,21,NA,5/22/2015 8:51,11598,0,Aug-00
6784,8,5/22/2015,5/22/2015 8:30,10905,30,3392,5/22/2015,8:51:00,18.3,16.1,0,Clear,6,5,21,NA,5/22/2015 8:51,11339,0,30-Aug
6785,9,5/22/2015,5/22/2015 9:00,10292,0,3393,5/22/2015,9:51:00,19.4,16.1,0,Clear,6,5,21,NA,5/22/2015 9:51,11276,0,Sep-00
6786,9,5/22/2015,5/22/2015 9:30,10132,30,3393,5/22/2015,9:51:00,19.4,16.1,0,Clear,6,5,21,NA,5/22/2015 9:51,10868,0,30-Sep
6787,10,5/22/2015,5/22/2015 10:00,9547,0,3394,5/22/2015,10:51:00,21.7,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 10:51,10331,0,Oct-00
6788,10,5/22/2015,5/22/2015 10:30,9300,30,3394,5/22/2015,10:51:00,21.7,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 10:51,10307,0,30-Oct
6789,11,5/22/2015,5/22/2015 11:00,9132,0,3395,5/22/2015,11:51:00,22.2,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 11:51,10267,0,Nov-00
6790,11,5/22/2015,5/22/2015 11:30,9691,30,3395,5/22/2015,11:51:00,22.2,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 11:51,10714,0,30-Nov
6791,12,5/22/2015,5/22/2015 12:00,10218,0,3396,5/22/2015,12:51:00,23.9,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 12:51,10354,0,Dec-00
6792,12,5/22/2015,5/22/2015 12:30,9958,30,3396,5/22/2015,12:51:00,23.9,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 12:51,9858,0,30-Dec
6793,13,5/22/2015,5/22/2015 13:00,9922,0,3397,5/22/2015,13:51:00,23.9,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 13:51,9248,0,13-0
6794,13,5/22/2015,5/22/2015 13:30,9696,30,3397,5/22/2015,13:51:00,23.9,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 13:51,9306,0,13-30
6795,14,5/22/2015,5/22/2015 14:00,10312,0,3398,5/22/2015,14:51:00,24.4,16.1,0,Overcast,6,5,21,NA,5/22/2015 14:51,9978,0,14-0
6796,14,5/22/2015,5/22/2015 14:30,10534,30,3398,5/22/2015,14:51:00,24.4,16.1,0,Overcast,6,5,21,NA,5/22/2015 14:51,9932,0,14-30
6797,15,5/22/2015,5/22/2015 15:00,10230,0,3399,5/22/2015,15:51:00,20.6,16.1,0,Light Rain,6,5,21,NA,5/22/2015 15:51,9382,0,15-0
6798,15,5/22/2015,5/22/2015 15:30,8658,30,3399,5/22/2015,15:51:00,20.6,16.1,0,Light Rain,6,5,21,NA,5/22/2015 15:51,8490,0,15-30
6799,16,5/22/2015,5/22/2015 16:00,7957,0,3400,5/22/2015,16:51:00,22.8,16.1,0,Overcast,6,5,21,NA,5/22/2015 16:51,7787,0,16-0
6800,16,5/22/2015,5/22/2015 16:30,7662,30,3400,5/22/2015,16:51:00,22.8,16.1,0,Overcast,6,5,21,NA,5/22/2015 16:51,7307,0,16-30
6801,17,5/22/2015,5/22/2015 17:00,9119,0,3401,5/22/2015,17:51:00,22.8,16.1,0,Overcast,6,5,21,NA,5/22/2015 17:51,9004,0,17-0
6802,17,5/22/2015,5/22/2015 17:30,10678,30,3401,5/22/2015,17:51:00,22.8,16.1,0,Overcast,6,5,21,NA,5/22/2015 17:51,11189,0,17-30
6803,18,5/22/2015,5/22/2015 18:00,11479,0,3402,5/22/2015,18:51:00,21.7,16.1,0,Overcast,6,5,21,NA,5/22/2015 18:51,12842,0,18-0
6804,18,5/22/2015,5/22/2015 18:30,11879,30,3402,5/22/2015,18:51:00,21.7,16.1,0,Overcast,6,5,21,NA,5/22/2015 18:51,14127,0,18-30
6805,19,5/22/2015,5/22/2015 19:00,12423,0,3403,5/22/2015,19:51:00,20.6,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 19:51,15029,0,19-0
6806,19,5/22/2015,5/22/2015 19:30,11890,30,3403,5/22/2015,19:51:00,20.6,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 19:51,15085,0,19-30
6807,20,5/22/2015,5/22/2015 20:00,11135,0,3404,5/22/2015,20:51:00,20,16.1,0,Light Rain,6,5,21,NA,5/22/2015 20:51,14332,0,20-0
6808,20,5/22/2015,5/22/2015 20:30,10742,30,3404,5/22/2015,20:51:00,20,16.1,0,Light Rain,6,5,21,NA,5/22/2015 20:51,14498,0,20-30
6809,21,5/22/2015,5/22/2015 21:00,10843,0,3405,5/22/2015,21:51:00,20,16.1,0,Overcast,6,5,21,NA,5/22/2015 21:51,14857,0,21-0
6810,21,5/22/2015,5/22/2015 21:30,11144,30,3405,5/22/2015,21:51:00,20,16.1,0,Overcast,6,5,21,NA,5/22/2015 21:51,14277,0,21-30
6811,22,5/22/2015,5/22/2015 22:00,11589,0,3406,5/22/2015,22:51:00,18.3,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 22:51,14244,0,22-0
6812,22,5/22/2015,5/22/2015 22:30,12333,30,3406,5/22/2015,22:51:00,18.3,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 22:51,14252,0,22-30
6813,23,5/22/2015,5/22/2015 23:00,12139,0,3407,5/22/2015,23:51:00,16.7,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 23:51,13831,0,23-0
6814,23,5/22/2015,5/22/2015 23:30,11859,30,3407,5/22/2015,23:51:00,16.7,16.1,0,Partly Cloudy,6,5,21,NA,5/22/2015 23:51,13009,0,23-30
6815,0,5/23/2015,5/23/2015 0:00,11570,0,3408,5/23/2015,0:51:00,15.6,16.1,0,Clear,7,5,21,NA,5/23/2015 0:51,12655,0,0-0
6816,0,5/23/2015,5/23/2015 0:30,10697,30,3408,5/23/2015,0:51:00,15.6,16.1,0,Clear,7,5,21,NA,5/23/2015 0:51,11573,0,0-30
6817,1,5/23/2015,5/23/2015 1:00,9631,0,3409,5/23/2015,1:51:00,14.4,16.1,0,Clear,7,5,21,NA,5/23/2015 1:51,11047,0,Jan-00
6818,1,5/23/2015,5/23/2015 1:30,8551,30,3409,5/23/2015,1:51:00,14.4,16.1,0,Clear,7,5,21,NA,5/23/2015 1:51,10184,0,30-Jan
6819,2,5/23/2015,5/23/2015 2:00,7865,0,3410,5/23/2015,2:51:00,13.3,16.1,0,Clear,7,5,21,NA,5/23/2015 2:51,9713,0,Feb-00
6820,2,5/23/2015,5/23/2015 2:30,6927,30,3410,5/23/2015,2:51:00,13.3,16.1,0,Clear,7,5,21,NA,5/23/2015 2:51,8672,0,Feb-30
6821,3,5/23/2015,5/23/2015 3:00,5924,0,3411,5/23/2015,3:51:00,12.2,16.1,0,Clear,7,5,21,NA,5/23/2015 3:51,7130,0,Mar-00
