,Hour_of_day,Day_date,Pickup_time,NumofPickups,min,X.1,Date,Time..EST.,Temp.,Visibility,Precip,Conditions,Day_of_week,Month,Week,X,Date_1,one_week_lag_pickups,isholiday,hour_min
337,0,1/8/2015,1/8/2015 0:00,5880,0,169,1/8/2015,0:51:00,-12.8,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 0:51,12182,0,0-0
338,0,1/8/2015,1/8/2015 0:30,4546,30,169,1/8/2015,0:51:00,-12.8,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 0:51,16130,0,0-30
339,1,1/8/2015,1/8/2015 1:00,3440,0,170,1/8/2015,1:51:00,-12.8,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 1:51,16296,0,Jan-00
340,1,1/8/2015,1/8/2015 1:30,2592,30,170,1/8/2015,1:51:00,-12.8,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 1:51,15411,0,30-Jan
341,2,1/8/2015,1/8/2015 2:00,1994,0,171,1/8/2015,2:51:00,-12.8,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 2:51,14340,0,Feb-00
342,2,1/8/2015,1/8/2015 2:30,1611,30,171,1/8/2015,2:51:00,-12.8,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 2:51,13728,0,Feb-30
343,3,1/8/2015,1/8/2015 3:00,1223,0,172,1/8/2015,3:51:00,-12.8,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 3:51,12783,0,Mar-00
344,3,1/8/2015,1/8/2015 3:30,1220,30,172,1/8/2015,3:51:00,-12.8,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 3:51,11505,0,30-Mar
345,4,1/8/2015,1/8/2015 4:00,1214,0,173,1/8/2015,4:51:00,-12.8,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 4:51,10042,0,Apr-00
346,4,1/8/2015,1/8/2015 4:30,1046,30,173,1/8/2015,4:51:00,-12.8,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 4:51,7039,0,30-Apr
347,5,1/8/2015,1/8/2015 5:00,1326,0,174,1/8/2015,5:51:00,-12.2,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 5:51,5083,0,May-00
348,5,1/8/2015,1/8/2015 5:30,2677,30,174,1/8/2015,5:51:00,-12.2,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 5:51,4029,0,30-May
349,6,1/8/2015,1/8/2015 6:00,4243,0,175,1/8/2015,6:51:00,-12.2,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 6:51,3356,0,Jun-00
350,6,1/8/2015,1/8/2015 6:30,7823,30,175,1/8/2015,6:51:00,-12.2,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 6:51,3281,0,30-Jun
351,7,1/8/2015,1/8/2015 7:00,10053,0,176,1/8/2015,7:51:00,-11.7,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 7:51,3045,0,Jul-00
352,7,1/8/2015,1/8/2015 7:30,12462,30,176,1/8/2015,7:51:00,-11.7,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 7:51,2966,0,30-Jul
353,8,1/8/2015,1/8/2015 8:00,13392,0,177,1/8/2015,8:51:00,-10.6,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 8:51,2728,0,Aug-00
354,8,1/8/2015,1/8/2015 8:30,13721,30,177,1/8/2015,8:51:00,-10.6,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 8:51,2858,0,30-Aug
355,9,1/8/2015,1/8/2015 9:00,12665,0,178,1/8/2015,9:51:00,-9.4,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 9:51,3192,0,Sep-00
356,9,1/8/2015,1/8/2015 9:30,11953,30,178,1/8/2015,9:51:00,-9.4,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 9:51,3785,0,30-Sep
357,10,1/8/2015,1/8/2015 10:00,10562,0,179,1/8/2015,10:51:00,-8.3,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 10:51,4377,0,Oct-00
358,10,1/8/2015,1/8/2015 10:30,10602,30,179,1/8/2015,10:51:00,-8.3,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 10:51,5572,0,30-Oct
359,11,1/8/2015,1/8/2015 11:00,9533,0,180,1/8/2015,11:51:00,-7.2,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 11:51,6344,0,Nov-00
360,11,1/8/2015,1/8/2015 11:30,10640,30,180,1/8/2015,11:51:00,-7.2,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 11:51,7526,0,30-Nov
361,12,1/8/2015,1/8/2015 12:00,10802,0,181,1/8/2015,12:51:00,-6.1,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 12:51,8044,0,Dec-00
362,12,1/8/2015,1/8/2015 12:30,10121,30,181,1/8/2015,12:51:00,-6.1,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 12:51,8538,0,30-Dec
363,13,1/8/2015,1/8/2015 13:00,9969,0,182,1/8/2015,13:51:00,-6.1,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 13:51,8532,0,13-0
364,13,1/8/2015,1/8/2015 13:30,10411,30,182,1/8/2015,13:51:00,-6.1,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 13:51,8916,0,13-30
365,14,1/8/2015,1/8/2015 14:00,10540,0,183,1/8/2015,14:51:00,-5.6,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 14:51,8844,0,14-0
366,14,1/8/2015,1/8/2015 14:30,11742,30,183,1/8/2015,14:51:00,-5.6,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 14:51,9150,0,14-30
367,15,1/8/2015,1/8/2015 15:00,11881,0,184,1/8/2015,15:51:00,-6.7,16.1,0,Overcast,5,1,2,NA,1/8/2015 15:51,9208,0,15-0
368,15,1/8/2015,1/8/2015 15:30,10972,30,184,1/8/2015,15:51:00,-6.7,16.1,0,Overcast,5,1,2,NA,1/8/2015 15:51,9071,0,15-30
369,16,1/8/2015,1/8/2015 16:00,10031,0,185,1/8/2015,16:51:00,-6.7,16.1,0,Overcast,5,1,2,NA,1/8/2015 16:51,8620,0,16-0
370,16,1/8/2015,1/8/2015 16:30,9101,30,185,1/8/2015,16:51:00,-6.7,16.1,0,Overcast,5,1,2,NA,1/8/2015 16:51,7982,0,16-30
371,17,1/8/2015,1/8/2015 17:00,10751,0,186,1/8/2015,17:51:00,-7.2,16.1,0,Overcast,5,1,2,NA,1/8/2015 17:51,8592,0,17-0
372,17,1/8/2015,1/8/2015 17:30,12977,30,186,1/8/2015,17:51:00,-7.2,16.1,0,Overcast,5,1,2,NA,1/8/2015 17:51,8919,0,17-30
373,18,1/8/2015,1/8/2015 18:00,14596,0,187,1/8/2015,18:51:00,-7.2,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 18:51,8986,0,18-0
374,18,1/8/2015,1/8/2015 18:30,15125,30,187,1/8/2015,18:51:00,-7.2,16.1,0,Partly Cloudy,5,1,2,NA,1/8/2015 18:51,9096,0,18-30
375,19,1/8/2015,1/8/2015 19:00,15461,0,188,1/8/2015,19:51:00,-7.8,16.1,0,Overcast,5,1,2,NA,1/8/2015 19:51,8580,0,19-0
376,19,1/8/2015,1/8/2015 19:30,15042,30,188,1/8/2015,19:51:00,-7.8,16.1,0,Overcast,5,1,2,NA,1/8/2015 19:51,7905,0,19-30
377,20,1/8/2015,1/8/2015 20:00,14812,0,189,1/8/2015,20:51:00,-7.8,16.1,0,Overcast,5,1,2,NA,1/8/2015 20:51,7615,0,20-0
378,20,1/8/2015,1/8/2015 20:30,14134,30,189,1/8/2015,20:51:00,-7.8,16.1,0,Overcast,5,1,2,NA,1/8/2015 20:51,7402,0,20-30
379,21,1/8/2015,1/8/2015 21:00,14115,0,190,1/8/2015,21:51:00,-7.2,16.1,0,Overcast,5,1,2,NA,1/8/2015 21:51,7292,0,21-0
380,21,1/8/2015,1/8/2015 21:30,14031,30,190,1/8/2015,21:51:00,-7.2,16.1,0,Overcast,5,1,2,NA,1/8/2015 21:51,7509,0,21-30
381,22,1/8/2015,1/8/2015 22:00,13866,0,191,1/8/2015,22:51:00,-6.7,16.1,0,Overcast,5,1,2,NA,1/8/2015 22:51,6976,0,22-0
382,22,1/8/2015,1/8/2015 22:30,12854,30,191,1/8/2015,22:51:00,-6.7,16.1,0,Overcast,5,1,2,NA,1/8/2015 22:51,7029,0,22-30
383,23,1/8/2015,1/8/2015 23:00,11436,0,192,1/8/2015,23:51:00,-6.7,16.1,0,Overcast,5,1,2,NA,1/8/2015 23:51,5981,0,23-0
384,23,1/8/2015,1/8/2015 23:30,9413,30,192,1/8/2015,23:51:00,-6.7,16.1,0,Overcast,5,1,2,NA,1/8/2015 23:51,5629,0,23-30
385,0,1/9/2015,1/9/2015 0:00,7764,0,193,1/9/2015,0:51:00,-5.6,16.1,0,Overcast,6,1,2,NA,1/9/2015 0:51,4735,0,0-0
386,0,1/9/2015,1/9/2015 0:30,6180,30,193,1/9/2015,0:51:00,-5.6,16.1,0,Overcast,6,1,2,NA,1/9/2015 0:51,4653,0,0-30
387,1,1/9/2015,1/9/2015 1:00,4794,0,194,1/9/2015,1:51:00,-4.4,16.1,0,Overcast,6,1,2,NA,1/9/2015 1:51,3670,0,Jan-00
388,1,1/9/2015,1/9/2015 1:30,3590,30,194,1/9/2015,1:51:00,-4.4,16.1,0,Overcast,6,1,2,NA,1/9/2015 1:51,2621,0,30-Jan
389,2,1/9/2015,1/9/2015 2:00,3065,0,195,1/9/2015,2:51:00,-2.8,16.1,0,Overcast,6,1,2,NA,1/9/2015 2:51,2239,0,Feb-00
390,2,1/9/2015,1/9/2015 2:30,2448,30,195,1/9/2015,2:51:00,-2.8,16.1,0,Overcast,6,1,2,NA,1/9/2015 2:51,1788,0,Feb-30
391,3,1/9/2015,1/9/2015 3:00,2007,0,196,1/9/2015,3:51:00,-2.2,16.1,0,Overcast,6,1,2,NA,1/9/2015 3:51,1576,0,Mar-00
392,3,1/9/2015,1/9/2015 3:30,1703,30,196,1/9/2015,3:51:00,-2.2,16.1,0,Overcast,6,1,2,NA,1/9/2015 3:51,1329,0,30-Mar
393,4,1/9/2015,1/9/2015 4:00,1655,0,197,1/9/2015,4:51:00,-1.7,16.1,0,Overcast,6,1,2,NA,1/9/2015 4:51,1436,0,Apr-00
394,4,1/9/2015,1/9/2015 4:30,1368,30,197,1/9/2015,4:51:00,-1.7,16.1,0,Overcast,6,1,2,NA,1/9/2015 4:51,1190,0,30-Apr
395,5,1/9/2015,1/9/2015 5:00,1519,0,198,1/9/2015,5:51:00,-2.2,16.1,0,Overcast,6,1,2,NA,1/9/2015 5:51,1168,0,May-00
396,5,1/9/2015,1/9/2015 5:30,2672,30,198,1/9/2015,5:51:00,-2.2,16.1,0,Overcast,6,1,2,NA,1/9/2015 5:51,1587,0,30-May
397,6,1/9/2015,1/9/2015 6:00,3973,0,199,1/9/2015,6:51:00,-2.2,16.1,0,Overcast,6,1,2,NA,1/9/2015 6:51,2334,0,Jun-00
398,6,1/9/2015,1/9/2015 6:30,7306,30,199,1/9/2015,6:51:00,-2.2,16.1,0,Overcast,6,1,2,NA,1/9/2015 6:51,3477,0,30-Jun
399,7,1/9/2015,1/9/2015 7:00,8744,0,200,1/9/2015,7:11:00,-2,8,0,Snow,6,1,2,NA,1/9/2015 7:11,3663,0,Jul-00
400,7,1/9/2015,1/9/2015 7:30,9250,30,200,1/9/2015,7:11:00,-2,8,0,Snow,6,1,2,NA,1/9/2015 7:11,4593,0,30-Jul
401,8,1/9/2015,1/9/2015 8:00,9209,0,201,1/9/2015,8:51:00,-3.9,0.8,0.5,Snow,6,1,2,NA,1/9/2015 8:51,4920,0,Aug-00
402,8,1/9/2015,1/9/2015 8:30,9665,30,201,1/9/2015,8:51:00,-3.9,0.8,0.5,Snow,6,1,2,NA,1/9/2015 8:51,6026,0,30-Aug
403,9,1/9/2015,1/9/2015 9:00,10025,0,202,1/9/2015,9:02:00,-4,6.4,0,Snow,6,1,2,NA,1/9/2015 9:02,6433,0,Sep-00
404,9,1/9/2015,1/9/2015 9:30,10151,30,202,1/9/2015,9:02:00,-4,6.4,0,Snow,6,1,2,NA,1/9/2015 9:02,6940,0,30-Sep
405,10,1/9/2015,1/9/2015 10:00,9514,0,203,1/9/2015,10:51:00,-2.2,16.1,0,Overcast,6,1,2,NA,1/9/2015 10:51,7292,0,Oct-00
406,10,1/9/2015,1/9/2015 10:30,9558,30,203,1/9/2015,10:51:00,-2.2,16.1,0,Overcast,6,1,2,NA,1/9/2015 10:51,7951,0,30-Oct
407,11,1/9/2015,1/9/2015 11:00,9028,0,204,1/9/2015,11:51:00,-1.7,16.1,0,Overcast,6,1,2,NA,1/9/2015 11:51,8160,0,Nov-00
408,11,1/9/2015,1/9/2015 11:30,9675,30,204,1/9/2015,11:51:00,-1.7,16.1,0,Overcast,6,1,2,NA,1/9/2015 11:51,8839,0,30-Nov
409,12,1/9/2015,1/9/2015 12:00,9874,0,205,1/9/2015,12:51:00,0,16.1,0,Overcast,6,1,2,NA,1/9/2015 12:51,9490,0,Dec-00
410,12,1/9/2015,1/9/2015 12:30,9929,30,205,1/9/2015,12:51:00,0,16.1,0,Overcast,6,1,2,NA,1/9/2015 12:51,9762,0,30-Dec
411,13,1/9/2015,1/9/2015 13:00,9800,0,206,1/9/2015,13:51:00,0.6,16.1,0,Overcast,6,1,2,NA,1/9/2015 13:51,9344,0,13-0
412,13,1/9/2015,1/9/2015 13:30,9990,30,206,1/9/2015,13:51:00,0.6,16.1,0,Overcast,6,1,2,NA,1/9/2015 13:51,9679,0,13-30
413,14,1/9/2015,1/9/2015 14:00,10394,0,207,1/9/2015,14:51:00,0.6,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 14:51,10027,0,14-0
414,14,1/9/2015,1/9/2015 14:30,11291,30,207,1/9/2015,14:51:00,0.6,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 14:51,10233,0,14-30
415,15,1/9/2015,1/9/2015 15:00,10985,0,208,1/9/2015,15:51:00,0,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 15:51,10166,0,15-0
416,15,1/9/2015,1/9/2015 15:30,10474,30,208,1/9/2015,15:51:00,0,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 15:51,10263,0,15-30
417,16,1/9/2015,1/9/2015 16:00,9488,0,209,1/9/2015,16:51:00,0,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 16:51,9511,0,16-0
418,16,1/9/2015,1/9/2015 16:30,9120,30,209,1/9/2015,16:51:00,0,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 16:51,8712,0,16-30
419,17,1/9/2015,1/9/2015 17:00,10923,0,210,1/9/2015,17:51:00,-0.6,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 17:51,9809,0,17-0
420,17,1/9/2015,1/9/2015 17:30,13114,30,210,1/9/2015,17:51:00,-0.6,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 17:51,10871,0,17-30
421,18,1/9/2015,1/9/2015 18:00,14898,0,211,1/9/2015,18:51:00,-0.6,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 18:51,11302,0,18-0
422,18,1/9/2015,1/9/2015 18:30,15735,30,211,1/9/2015,18:51:00,-0.6,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 18:51,11706,0,18-30
423,19,1/9/2015,1/9/2015 19:00,16243,0,212,1/9/2015,19:51:00,-1.7,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 19:51,12157,0,19-0
424,19,1/9/2015,1/9/2015 19:30,16310,30,212,1/9/2015,19:51:00,-1.7,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 19:51,11070,0,19-30
425,20,1/9/2015,1/9/2015 20:00,15075,0,213,1/9/2015,20:51:00,-2.2,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 20:51,10278,0,20-0
426,20,1/9/2015,1/9/2015 20:30,13921,30,213,1/9/2015,20:51:00,-2.2,16.1,0,Partly Cloudy,6,1,2,NA,1/9/2015 20:51,9875,0,20-30
427,21,1/9/2015,1/9/2015 21:00,13934,0,214,1/9/2015,21:51:00,-2.8,16.1,0,Clear,6,1,2,NA,1/9/2015 21:51,9767,0,21-0
428,21,1/9/2015,1/9/2015 21:30,13784,30,214,1/9/2015,21:51:00,-2.8,16.1,0,Clear,6,1,2,NA,1/9/2015 21:51,9844,0,21-30
429,22,1/9/2015,1/9/2015 22:00,14169,0,215,1/9/2015,22:51:00,-3.9,16.1,0,Clear,6,1,2,NA,1/9/2015 22:51,10813,0,22-0
430,22,1/9/2015,1/9/2015 22:30,14504,30,215,1/9/2015,22:51:00,-3.9,16.1,0,Clear,6,1,2,NA,1/9/2015 22:51,10909,0,22-30
431,23,1/9/2015,1/9/2015 23:00,14325,0,216,1/9/2015,23:51:00,-4.4,16.1,0,Clear,6,1,2,NA,1/9/2015 23:51,10401,0,23-0
432,23,1/9/2015,1/9/2015 23:30,14420,30,216,1/9/2015,23:51:00,-4.4,16.1,0,Clear,6,1,2,NA,1/9/2015 23:51,10687,0,23-30
433,0,1/10/2015,1/10/2015 0:00,13786,0,217,1/10/2015,0:51:00,-5,16.1,0,Clear,7,1,2,NA,1/10/2015 0:51,10143,0,0-0
434,0,1/10/2015,1/10/2015 0:30,12786,30,217,1/10/2015,0:51:00,-5,16.1,0,Clear,7,1,2,NA,1/10/2015 0:51,9324,0,0-30
435,1,1/10/2015,1/10/2015 1:00,11486,0,218,1/10/2015,1:51:00,-5.6,16.1,0,Clear,7,1,2,NA,1/10/2015 1:51,8711,0,Jan-00
436,1,1/10/2015,1/10/2015 1:30,10294,30,218,1/10/2015,1:51:00,-5.6,16.1,0,Clear,7,1,2,NA,1/10/2015 1:51,7949,0,30-Jan
437,2,1/10/2015,1/10/2015 2:00,9409,0,219,1/10/2015,2:51:00,-6.1,16.1,0,Clear,7,1,2,NA,1/10/2015 2:51,7257,0,Feb-00
438,2,1/10/2015,1/10/2015 2:30,8121,30,219,1/10/2015,2:51:00,-6.1,16.1,0,Clear,7,1,2,NA,1/10/2015 2:51,6350,0,Feb-30
439,3,1/10/2015,1/10/2015 3:00,6770,0,220,1/10/2015,3:51:00,-6.7,16.1,0,Clear,7,1,2,NA,1/10/2015 3:51,5807,0,Mar-00
440,3,1/10/2015,1/10/2015 3:30,5714,30,220,1/10/2015,3:51:00,-6.7,16.1,0,Clear,7,1,2,NA,1/10/2015 3:51,4813,0,30-Mar
441,4,1/10/2015,1/10/2015 4:00,4901,0,221,1/10/2015,4:51:00,-7.2,16.1,0,Clear,7,1,2,NA,1/10/2015 4:51,4428,0,Apr-00
442,4,1/10/2015,1/10/2015 4:30,2768,30,221,1/10/2015,4:51:00,-7.2,16.1,0,Clear,7,1,2,NA,1/10/2015 4:51,2633,0,30-Apr
443,5,1/10/2015,1/10/2015 5:00,2002,0,222,1/10/2015,5:51:00,-7.2,16.1,0,Clear,7,1,2,NA,1/10/2015 5:51,1841,0,May-00
444,5,1/10/2015,1/10/2015 5:30,1852,30,222,1/10/2015,5:51:00,-7.2,16.1,0,Clear,7,1,2,NA,1/10/2015 5:51,1671,0,30-May
445,6,1/10/2015,1/10/2015 6:00,2058,0,223,1/10/2015,6:51:00,-7.8,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 6:51,1768,0,Jun-00
446,6,1/10/2015,1/10/2015 6:30,2734,30,223,1/10/2015,6:51:00,-7.8,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 6:51,2352,0,30-Jun
447,7,1/10/2015,1/10/2015 7:00,3234,0,224,1/10/2015,7:51:00,-7.8,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 7:51,2263,0,Jul-00
448,7,1/10/2015,1/10/2015 7:30,4438,30,224,1/10/2015,7:51:00,-7.8,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 7:51,2953,0,30-Jul
449,8,1/10/2015,1/10/2015 8:00,4660,0,225,1/10/2015,8:51:00,-7.8,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 8:51,3277,0,Aug-00
450,8,1/10/2015,1/10/2015 8:30,6746,30,225,1/10/2015,8:51:00,-7.8,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 8:51,4631,0,30-Aug
451,9,1/10/2015,1/10/2015 9:00,7789,0,226,1/10/2015,9:51:00,-7.2,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 9:51,5295,0,Sep-00
452,9,1/10/2015,1/10/2015 9:30,9740,30,226,1/10/2015,9:51:00,-7.2,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 9:51,6574,0,30-Sep
453,10,1/10/2015,1/10/2015 10:00,9677,0,227,1/10/2015,10:51:00,-6.7,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 10:51,6909,0,Oct-00
454,10,1/10/2015,1/10/2015 10:30,11204,30,227,1/10/2015,10:51:00,-6.7,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 10:51,8066,0,30-Oct
455,11,1/10/2015,1/10/2015 11:00,11606,0,228,1/10/2015,11:51:00,-6.1,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 11:51,8421,0,Nov-00
456,11,1/10/2015,1/10/2015 11:30,13024,30,228,1/10/2015,11:51:00,-6.1,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 11:51,9545,0,30-Nov
457,12,1/10/2015,1/10/2015 12:00,13099,0,229,1/10/2015,12:51:00,-5.6,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 12:51,10329,0,Dec-00
458,12,1/10/2015,1/10/2015 12:30,13796,30,229,1/10/2015,12:51:00,-5.6,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 12:51,11315,0,30-Dec
459,13,1/10/2015,1/10/2015 13:00,13284,0,230,1/10/2015,13:51:00,-5,16.1,0,Clear,7,1,2,NA,1/10/2015 13:51,11816,0,13-0
460,13,1/10/2015,1/10/2015 13:30,12996,30,230,1/10/2015,13:51:00,-5,16.1,0,Clear,7,1,2,NA,1/10/2015 13:51,11902,0,13-30
461,14,1/10/2015,1/10/2015 14:00,12271,0,231,1/10/2015,14:51:00,-4.4,16.1,0,Clear,7,1,2,NA,1/10/2015 14:51,11947,0,14-0
462,14,1/10/2015,1/10/2015 14:30,12913,30,231,1/10/2015,14:51:00,-4.4,16.1,0,Clear,7,1,2,NA,1/10/2015 14:51,12196,0,14-30
463,15,1/10/2015,1/10/2015 15:00,13343,0,232,1/10/2015,15:51:00,-5,16.1,0,Clear,7,1,2,NA,1/10/2015 15:51,12110,0,15-0
464,15,1/10/2015,1/10/2015 15:30,13792,30,232,1/10/2015,15:51:00,-5,16.1,0,Clear,7,1,2,NA,1/10/2015 15:51,11384,0,15-30
465,16,1/10/2015,1/10/2015 16:00,13196,0,233,1/10/2015,16:51:00,-5.6,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 16:51,10815,0,16-0
466,16,1/10/2015,1/10/2015 16:30,11661,30,233,1/10/2015,16:51:00,-5.6,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 16:51,9535,0,16-30
467,17,1/10/2015,1/10/2015 17:00,12130,0,234,1/10/2015,17:51:00,-6.1,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 17:51,10512,0,17-0
468,17,1/10/2015,1/10/2015 17:30,14249,30,234,1/10/2015,17:51:00,-6.1,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 17:51,11783,0,17-30
469,18,1/10/2015,1/10/2015 18:00,15342,0,235,1/10/2015,18:51:00,-6.1,16.1,0,Clear,7,1,2,NA,1/10/2015 18:51,12339,0,18-0
470,18,1/10/2015,1/10/2015 18:30,15595,30,235,1/10/2015,18:51:00,-6.1,16.1,0,Clear,7,1,2,NA,1/10/2015 18:51,12966,0,18-30
471,19,1/10/2015,1/10/2015 19:00,16071,0,236,1/10/2015,19:51:00,-6.7,16.1,0,Clear,7,1,2,NA,1/10/2015 19:51,13199,0,19-0
472,19,1/10/2015,1/10/2015 19:30,15306,30,236,1/10/2015,19:51:00,-6.7,16.1,0,Clear,7,1,2,NA,1/10/2015 19:51,12468,0,19-30
473,20,1/10/2015,1/10/2015 20:00,15985,0,237,1/10/2015,20:51:00,-6.7,16.1,0,Clear,7,1,2,NA,1/10/2015 20:51,10461,0,20-0
474,20,1/10/2015,1/10/2015 20:30,13979,30,237,1/10/2015,20:51:00,-6.7,16.1,0,Clear,7,1,2,NA,1/10/2015 20:51,10070,0,20-30
475,21,1/10/2015,1/10/2015 21:00,13306,0,238,1/10/2015,21:51:00,-7.2,16.1,0,Clear,7,1,2,NA,1/10/2015 21:51,10795,0,21-0
476,21,1/10/2015,1/10/2015 21:30,14103,30,238,1/10/2015,21:51:00,-7.2,16.1,0,Clear,7,1,2,NA,1/10/2015 21:51,10604,0,21-30
477,22,1/10/2015,1/10/2015 22:00,14687,0,239,1/10/2015,22:51:00,-7.2,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 22:51,11212,0,22-0
478,22,1/10/2015,1/10/2015 22:30,15498,30,239,1/10/2015,22:51:00,-7.2,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 22:51,11197,0,22-30
479,23,1/10/2015,1/10/2015 23:00,15919,0,240,1/10/2015,23:51:00,-6.7,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 23:51,11063,0,23-0
480,23,1/10/2015,1/10/2015 23:30,15916,30,240,1/10/2015,23:51:00,-6.7,16.1,0,Partly Cloudy,7,1,2,NA,1/10/2015 23:51,11770,0,23-30
481,0,1/11/2015,1/11/2015 0:00,14816,0,241,1/11/2015,0:51:00,-6.7,16.1,0,Overcast,1,1,3,NA,1/11/2015 0:51,11063,0,0-0
482,0,1/11/2015,1/11/2015 0:30,14055,30,241,1/11/2015,0:51:00,-6.7,16.1,0,Overcast,1,1,3,NA,1/11/2015 0:51,9569,0,0-30
483,1,1/11/2015,1/11/2015 1:00,13094,0,242,1/11/2015,1:51:00,-6.1,16.1,0,Overcast,1,1,3,NA,1/11/2015 1:51,9406,0,Jan-00
484,1,1/11/2015,1/11/2015 1:30,11839,30,242,1/11/2015,1:51:00,-6.1,16.1,0,Overcast,1,1,3,NA,1/11/2015 1:51,8088,0,30-Jan
485,2,1/11/2015,1/11/2015 2:00,10924,0,243,1/11/2015,2:51:00,-5.6,16.1,0,Overcast,1,1,3,NA,1/11/2015 2:51,7431,0,Feb-00
486,2,1/11/2015,1/11/2015 2:30,9510,30,243,1/11/2015,2:51:00,-5.6,16.1,0,Overcast,1,1,3,NA,1/11/2015 2:51,6054,0,Feb-30
487,3,1/11/2015,1/11/2015 3:00,8283,0,244,1/11/2015,3:51:00,-6.1,16.1,0,Overcast,1,1,3,NA,1/11/2015 3:51,5252,0,Mar-00
488,3,1/11/2015,1/11/2015 3:30,6988,30,244,1/11/2015,3:51:00,-6.1,16.1,0,Overcast,1,1,3,NA,1/11/2015 3:51,4590,0,30-Mar
489,4,1/11/2015,1/11/2015 4:00,5533,0,245,1/11/2015,4:51:00,-6.1,16.1,0,Overcast,1,1,3,NA,1/11/2015 4:51,3917,0,Apr-00
490,4,1/11/2015,1/11/2015 4:30,3406,30,245,1/11/2015,4:51:00,-6.1,16.1,0,Overcast,1,1,3,NA,1/11/2015 4:51,2467,0,30-Apr
491,5,1/11/2015,1/11/2015 5:00,2169,0,246,1/11/2015,5:51:00,-5.6,16.1,0,Overcast,1,1,3,NA,1/11/2015 5:51,1804,0,May-00
